WFLW_images/51--Dresses/51_Dresses_wearingdress_51_377.jpg,306,308,696,870,309.307,538.369,322.2717,583.0144,314.7653,629.0157,315.6482,675.5582,331.8801,719.3011,352.8227,761.1074,374.3533,802.6072,393.9234,845.0129,431.5594,870.5972,494.9088,862.4083,554.7671,838.2266,611.3157,807.3182,654.41,759.7889,678.7147,700.2164,691.1103,636.862,699.956,572.9018,705.4739,508.5627,307.17,508.886,318.456,486.403,331.399,493.623,345.883,500.877,362.238,510.676,429.254,504.753,464.71,492.967,503.125,483.759,540.293,485.583,584.075,506.654,402.943,562.888,397.3179,601.3371,393.1043,639.7895,381.9825,672.5044,365.906,687.265,384.949,693.1353,404.7786,692.8894,427.9717,687.527,451.5053,684.0441,321.906,570.918,323.7967,556.6463,360.3877,551.5268,379.9596,568.8308,358.4041,575.5783,328.2922,575.4066,459.847,566.848,472.9587,552.1189,516.5079,549.7994,540.8568,558.6542,518.6608,569.9822,477.0045,571.1513,371.2715,744.051,375.7036,727.6193,393.305,726.95,407.4582,727.8102,425.1307,725.2693,470.7324,728.0911,516.5428,728.8417,482.7535,751.8581,445.4435,768.2346,405.5619,776.0167,389.057,771.9483,377.1729,760.0812,375.076,744.458,391.3454,746.4351,407.7074,747.2387,455.3035,742.2249,502.4684,734.0424,455.2397,742.2331,407.5789,747.2402,391.2814,746.429
WFLW_images/19--Couple/19_Couple_Couple_19_340.jpg,586,73,746,317,579.003,167.764,580.3967,191.9166,582.0948,216.0491,585.3748,240.0042,592.8658,262.9445,606.5116,282.8112,625.2478,297.9894,647.5204,307.2111,671.508,309.5837,694.8151,304.4348,714.1457,290.4614,729.774,272.2632,741.199,251.3302,743.2599,227.4961,744.0261,203.5152,745.2314,179.5492,744.3973,155.5681,588.349,162.12,600.58,150.86,614.056,148.174,629.072,143.842,642.204,145.157,686.923,145.289,700.272,144.064,712.906,142.413,726.326,143.873,740.0521,151.964,665.975,167.014,666.9349,182.3216,668.026,197.6186,668.2438,212.9188,647.797,229.918,658.0801,228.7182,668.2703,226.8869,678.3666,228.2369,688.5259,228.346,607.974,174.065,616.3568,170.8873,633.4283,169.3461,640.7152,173.7474,632.8018,175.3022,616.323,175.4412,692.902,168.135,701.2485,164.5288,716.2955,165.6474,721.9885,168.1141,716.4533,169.0782,701.8297,169.599,634.933,257.149,649.8221,252.5038,664.2152,247.6837,670.9331,247.5484,676.7912,245.8531,690.0839,248.3237,703.339,252.5159,694.8216,261.3232,683.946,266.8472,671.7934,268.1228,659.1513,265.8542,647.1636,261.1625,641.656,257.994,656.2695,254.6562,671.1876,253.1083,685.0336,251.4676,698.8462,253.3061,684.8309,251.4686,670.7861,253.1645,656.0688,254.685
WFLW_images/15--Stock_Market/15_Stock_Market_Stock_Market_15_751.jpg,260,104,420,330,249.128,175.463,249.3931,201.3736,250.5306,227.2436,256.8897,252.2856,268.702,275.3086,285.2805,295.1373,305.6632,311.0867,328.3535,323.4577,353.9517,326.2669,373.3308,316.1035,386.4006,298.2255,398.9997,279.9075,408.8728,260.0379,416.1284,239.0245,418.0272,216.8931,417.4253,194.7025,415.7021,172.5526,278.558,177.052,293.363,162.828,310.29,161.963,326.735,165.286,343.323,171.715,373.028,171.921,384.662,166.698,395.644,163.193,406.083,161.191,415.295,170.472,358.465,191.234,359.342,209.9471,359.9302,228.6611,362.3521,247.0371,333.532,249.01,345.3542,252.6129,357.1522,255.7881,367.4301,251.6878,376.7008,245.5981,295.579,191.76,305.3433,185.034,326.89,187.0556,334.3971,195.3131,325.0792,195.9446,305.5045,194.5782,371.609,194.091,381.1895,185.8159,400.4564,184.2283,404.6646,191.1484,398.9093,193.0688,382.2594,193.9313,310.71,267.0665,329.484,264.8479,348.3945,264.6397,358.4576,266.1277,367.8164,265.2534,376.425,264.2424,385.0947,264.5947,378.4875,276.751,368.8556,286.5785,355.7993,290.7118,338.5698,288.137,323.9326,278.6144,313.343,268.267,335.1767,273.9729,357.6544,276.2957,369.9591,273.9332,380.6203,267.144,369.7028,274.051,357.0906,276.276,334.8975,273.9325
WFLW_images/44--Aerobics/44_Aerobics_Aerobics_44_543.jpg,809,582,901,697,812.989,627.505,814.4506,639.0023,816.0416,650.482,818.5659,661.7834,822.9889,672.4765,829.5615,681.9903,838.4025,689.4147,849.0993,693.7616,860.5933,694.9279,872.0511,692.8552,882.475,687.6652,891.0605,679.7997,896.8728,669.7262,899.7365,658.4185,901.2011,646.831,901.9036,635.1704,902.2121,623.4918,818.8931,617.5511,825.16,613.9781,830.71,613.623,837.0881,613.232,843.399,613.706,863.743,613.087,870.533,611.5831,877.118,610.373,883.2571,611.173,888.9741,614.5911,853.825,628.173,854.4144,636.0799,855.0631,643.9757,854.6,651.7333,847.883,656.356,851.6036,657.0006,855.3075,657.7327,860.4762,656.6304,865.7029,655.595,825.6082,628.1649,830.0521,626.066,838.4128,627.5708,841.699,629.179,838.4403,630.2624,830.0737,630.4732,866.812,627.893,870.1064,625.1879,877.3289,624.9257,880.272,625.913,877.5798,627.9233,870.5462,628.589,836.386,665.116,843.861,663.9239,851.3168,662.6734,856.2966,662.9199,861.2799,662.937,870.7772,662.8215,880.2209,663.9666,875.8967,672.3469,867.6383,676.8274,858.2514,678.1363,849.1668,677.1707,841.1805,672.8703,837.877,666.133,847.2964,666.3251,856.714,666.0575,867.7664,665.6321,878.8167,665.1575,869.8909,673.3645,857.8261,675.055,846.5921,673.4554
WFLW_images/5--Car_Accident/5_Car_Accident_Accident_5_938.jpg,503,212,632,379,507.288,280.026,507.7473,297.0811,510.6119,313.8778,516.3,329.9506,525.127,344.4855,537.9398,355.6992,552.2858,364.9223,567.8086,371.9556,584.5374,374.8798,595.6697,368.7942,603.1143,357.7803,611.2411,347.2532,618.7253,336.2608,625.1838,324.6485,629.1777,311.9933,630.2759,298.7613,629.5013,285.4872,535.157,277.194,545.777,271.841,555.239,271.782,564.627,276.715,575.512,280.296,606.127,282.167,612.659,278.5,618.593,275.038,623.824,271.541,628.73,272.141,590.161,288.835,591.3708,303.1124,592.2529,317.4103,595.875,331.1688,575.454,327.294,582.5902,329.7557,589.4806,332.8246,595.2219,332.4002,600.2479,329.356,553.5135,287.6572,558.0315,286.2319,568.4675,286.6621,573.015,290.542,567.1263,291.7902,557.2487,289.5308,607.226,288.019,610.9269,285.2224,620.0062,284.9218,624.0841,287.0714,620.5605,289.2576,611.745,289.5679,552.929,337.237,567.5254,335.3369,582.0511,338.6006,587.6631,338.1034,593.5998,336.4444,598.3981,335.7711,603.2516,335.83,600.1054,343.8996,594.7882,350.6732,586.834,353.7118,573.9669,351.8206,562.1174,346.4484,555.799,338.0545,571.7238,338.7839,587.5705,340.0673,594.2722,338.7553,600.9698,337.4228,595.7131,345.3901,587.4417,349.8406,570.3757,347.5693
WFLW_images/57--Angler/57_Angler_peoplefishing_57_1009.jpg,852,138,926,222,850.5463,168.716,853.3052,177.2369,854.2247,186.124,857.038,194.5157,862.5706,201.5513,867.1513,209.221,873.4025,215.6324,879.4619,222.2029,887.9787,224.1178,899.0875,220.1637,909.0144,213.8288,917.9924,206.1455,927.005,198.5688,931.4379,187.7128,932.0149,175.9385,930.2103,164.2571,927.835,152.672,850.621,165.031,854.647,162.492,859.735,163.979,864.262,164.717,868.638,165.944,879.009,161.112,885.038,157.127,890.121,154.002,896.259,151.375,903.825,152.07,875.54,171.598,875.8441,178.3348,875.9595,185.0728,877.4262,191.5474,873.195,195.92,876.7708,196.1179,880.3146,195.637,884.3843,194.5175,888.2379,192.795,857.2729,174.0286,859.0072,171.312,866.7213,170.4296,869.509,174.34,866.0448,175.4555,859.6454,175.6512,886.588,169.706,888.9939,165.7538,897.5811,162.9835,902.183,164.0082,899.3442,167.1882,891.1328,169.9471,872.0825,207.189,874.3189,204.0893,877.5403,202.0744,880.8136,201.1629,884.7139,200.4051,891.4235,199.6696,898.0817,200.8604,893.4219,205.7033,887.9695,209.7094,881.6185,211.7013,878.0366,211.2048,874.8157,209.5733,872.923,207.061,877.2604,206.4502,881.5714,205.6773,889.3337,203.3903,897.1359,201.2319,889.192,203.4386,881.2782,205.7387,877.1124,206.4728
WFLW_images/44--Aerobics/44_Aerobics_Aerobics_44_752.jpg,378,116,444,200,374.6969,147.7955,374.7868,156.9381,375.4837,166.051,377.4312,174.9725,381.1127,183.3232,386.469,190.7121,393.3107,196.7471,401.4888,200.7531,410.5289,201.6374,417.9007,199.2398,423.0753,193.4721,428.3978,187.8363,434.1925,182.6819,437.3077,175.5372,439.0952,167.9292,440.204,160.1892,440.994,152.409,385.168,144.779,390.574,140.758,396.034,140.225,401.554,141.197,406.998,143.248,417.042,144.141,422.052,142.518,427.46,141.353,432.881,142.036,437.254,148.654,411.906,151.659,411.9209,157.2642,411.662,162.8428,413.1814,167.6398,402.596,169.517,407.6366,170.3037,412.3897,172.082,416.2841,170.5765,420.3629,170.851,389.7469,150.7611,393.1001,149.0444,400.341,149.5333,403.485,151.168,400.0307,151.7665,393.1033,151.5598,420.22,152.082,424.0291,151.1191,430.5103,152.0546,432.8925,153.2794,430.3034,153.8022,423.849,153.4514,394.336,176.616,401.8622,175.9337,409.3225,176.961,412.6151,177.014,415.7745,177.2024,420.405,178.2882,425.1558,178.41,421.8797,182.8015,417.4075,185.9235,412.0829,187.1124,404.8989,186.2325,398.8682,182.2957,395.113,177.0685,403.8863,177.4123,412.5918,178.584,418.4507,179.063,424.3305,179.0146,418.7537,182.8112,412.2087,184.255,402.8435,182.6129
WFLW_images/35--Basketball/35_Basketball_playingbasketball_35_782.jpg,114,331,200,449,111.989,377.3096,112.1186,388.0562,112.8115,398.78,114.1737,409.4347,118.4155,419.2439,123.9008,428.4822,128.6216,438.1374,134.0384,447.4048,142.4567,453.6766,155.09,451.7083,166.2665,445.2003,175.3932,436.0144,182.5007,425.1754,187.7265,413.311,191.0418,400.7768,192.6376,387.9035,193.318,374.944,114.192,380.647,118.819,377.99,123.219,378.135,127.553,378.971,131.564,379.98,147.15,379.833,153.318,378.046,159.585,377.043,165.405,377.363,170.923,380.509,137.805,388.802,137.8395,396.2692,137.9655,403.7314,136.0529,410.7734,130.778,412.011,134.3503,413.6111,138.1616,414.4318,143.3279,413.7442,148.2909,412.0891,119.905,388.79,121.9514,387.734,128.9842,387.2523,133.4009,389.3257,128.7839,390.6342,121.9077,389.7921,149.974,388.639,153.2113,386.6172,161.2151,386.7633,165.3434,387.9054,161.5158,389.6373,153.5949,389.8523,127.2095,419.427,131.0749,418.5927,135.017,418.3907,138.4918,418.6378,142.6962,418.5291,153.0155,418.2052,163.277,419.4925,158.8424,429.1692,151.3863,436.6259,141.0973,438.4624,133.6012,434.7528,129.0501,427.6886,127.917,420.0395,133.2237,420.3566,138.5359,420.2381,150.4557,419.6376,162.399,419.7939,154.2793,431.0019,141.2267,434.4129,132.5581,429.1971
WFLW_images/29--Students_Schoolkids/29_Students_Schoolkids_Students_Schoolkids_29_570.jpg,642,176,770,310,646.1614,223.0877,648.7866,238.8224,652.073,254.4299,656.6709,269.6974,663.3814,284.1444,673.2456,296.6111,686.942,304.5313,702.094,309.5199,717.7536,312.0029,732.9403,307.1852,746.5917,298.8841,757.517,287.2466,764.2957,272.8261,766.2888,256.9742,765.7825,240.97,764.8469,224.981,763.893,208.993,656.785,219.91,664.6,210.57,673.444,208.223,682.396,206.775,691.435,206.047,719.851,202.318,728.535,200.107,736.665,198.793,744.913,198.458,754.109,205.965,707.107,218.802,708.7257,230.4388,709.8755,242.0761,713.3938,251.7563,695.769,249.95,704.1858,252.5861,712.2894,255.9698,720.4678,251.065,728.8888,246.2941,672.5383,222.1555,676.7867,219.9526,686.7129,218.4426,691.528,220.967,686.727,221.8545,677.2097,222.7425,724.085,215.783,728.5556,212.5645,739.1896,212.0962,744.3387,213.0296,739.5745,215.0675,729.3113,216.5713,686.6015,269.5275,695.6521,263.894,706.4462,263.3735,712.5724,262.9288,719.3235,261.5328,728.5764,260.1245,737.7753,261.8087,733.4609,271.2378,724.9802,277.1156,714.9073,279.7866,704.1561,281.8542,694.3828,277.2735,689.673,269.0985,700.9612,264.6264,713.1762,265.1675,724.2598,262.3699,735.6486,262.814,727.2111,273.4312,713.9549,276.428,700.764,276.2212
WFLW_images/9--Press_Conference/9_Press_Conference_Press_Conference_9_671.jpg,228,225,657,853,214.809,512.877,213.8472,569.7179,217.3752,626.4249,230.5759,681.6006,257.2328,731.6352,294.4953,774.4505,339.4461,809.0748,391.446,831.7146,446.6205,845.2885,494.9262,842.2122,537.0858,817.4062,576.3932,788.2332,604.3039,748.2751,621.1481,702.2975,634.7379,655.2044,650.5314,608.8046,661.9457,561.1509,312.422,397.686,358.156,362.99,396.225,367.493,432.93,377.133,470.903,395.246,549.5829,413.064,577.731,414.79,608.052,416.237,636.8799,421.252,658.148,458.5309,505.266,481.062,507.0503,515.8667,507.741,550.5718,514.22,581.6968,450.089,622.14,469.3989,624.24,487.8154,630.4472,503.4867,633.1506,519.4127,631.98,343.7343,461.6871,364.1931,450.2097,414.4358,456.3615,433.872,478.277,407.3705,478.8548,361.4751,472.4441,542.378,497.036,564.48,483.4044,608.0222,491.8048,621.2618,507.8147,602.1885,512.7207,562.9399,502.2599,379.854,684.8365,422.6161,670.4424,467.6242,664.6364,483.7056,666.4894,497.7905,670.3355,522.5296,683.5367,539.0245,706.3048,515.3738,718.0859,489.1872,721.1897,462.7818,719.5219,434.0306,710.8248,406.1838,699.4026,386.749,686.051,430.9625,688.3645,474.7445,694.6979,504.834,696.4214,533.3892,706.19,501.9806,695.8513,468.9248,694.692,428.1075,687.8016
